model	objective	reaction	status	value
./model.xml	obj	R_NI2uabcpp	optimal	1.5908505726730127
./model.xml	obj	R_NIR1	optimal	1.590850572673007
./model.xml	obj	R_NMNATr	optimal	1.5908505726730184
./model.xml	obj	R_NMNDA	optimal	1.5908505726730156
./model.xml	obj	R_NMNHYD	optimal	1.590850572673016
./model.xml	obj	R_NNAM	optimal	1.5908505726730102
./model.xml	obj	R_NNATr	optimal	1.590850572673007
./model.xml	obj	R_NNDMBRT	optimal	1.5908505726730224
./model.xml	obj	R_NNDPR	optimal	1.590850572673018
./model.xml	obj	R_NO2t2rpp	optimal	1.590850572673008
./model.xml	obj	R_NO2tex	optimal	1.590850572673024
./model.xml	obj	R_NO3R1bpp_q8	optimal	1.590850572673022
./model.xml	obj	R_NO3R1bpp_q9	optimal	1.5908505726730102
./model.xml	obj	R_NO3R1pp_q8	optimal	1.5908505726730207
./model.xml	obj	R_NO3R1pp_q9	optimal	1.590850572673023
./model.xml	obj	R_NO3abcpp	optimal	1.590850572673034
./model.xml	obj	R_NO3t2pp	optimal	1.590850572673007
./model.xml	obj	R_NO3t7pp	optimal	1.590850572673014
./model.xml	obj	R_NO3tex	optimal	1.5908505726729985
./model.xml	obj	R_NODOx	optimal	1.5908505726730189
./model.xml	obj	R_NODOx2	optimal	1.5908505726730129
./model.xml	obj	R_NODOy	optimal	1.5908505726730187
./model.xml	obj	R_NODOy2	optimal	1.590850572673005
./model.xml	obj	R_NORRDX1	optimal	1.590850572673024
./model.xml	obj	R_NOVBCNtex	optimal	1.5908505726729123
./model.xml	obj	R_NOVBCNtpp	optimal	1.5908505726730189
./model.xml	obj	R_NOtex	optimal	1.59085057267301
./model.xml	obj	R_NOtpp	optimal	1.590850572673008
./model.xml	obj	R_NTD1	optimal	1.5908505726730187
./model.xml	obj	R_NTD10	optimal	1.5908505726730207
./model.xml	obj	R_NTD11	optimal	1.590850572673022
./model.xml	obj	R_NTD2	optimal	1.590850572673026
./model.xml	obj	R_NTD3	optimal	1.590850572673014
./model.xml	obj	R_NTD4	optimal	1.5908505726730156
./model.xml	obj	R_NTD5	optimal	1.5908505726730016
./model.xml	obj	R_NTD6	optimal	1.5908505726730338
./model.xml	obj	R_NTD7	optimal	1.5908505726730249
./model.xml	obj	R_NTD8	optimal	1.5908505726730267
./model.xml	obj	R_NTD9	optimal	1.5908505726730295
./model.xml	obj	R_NTP1	optimal	1.590850572673012
./model.xml	obj	R_NTPP1	optimal	1.590850572673022
./model.xml	obj	R_NTPP11	optimal	1.590850572673008
./model.xml	obj	R_NTPP2	optimal	1.5908505726730147
./model.xml	obj	R_NTPP4	optimal	1.5908505726730207
./model.xml	obj	R_NTPP6	optimal	1.59085057267303
./model.xml	obj	R_NTPP8	optimal	1.590850572672996
./model.xml	obj	R_NTPP9	optimal	1.590850572673024
./model.xml	obj	R_NTPTP1	optimal	1.5908505726729985
./model.xml	obj	R_NTRARz	optimal	1.5908505726729123
./model.xml	obj	R_NTRIR2x	optimal	1.5908505726730013
./model.xml	obj	R_O2tex	optimal	5.096054026786128e-13
./model.xml	obj	R_O2tpp	optimal	-1.1794115391235409e-12
./model.xml	obj	R_OAADC	optimal	1.5908505726730189
./model.xml	obj	R_OAAt2_2pp	optimal	1.590850572673019
./model.xml	obj	R_OAAtex	optimal	1.590850572672997
./model.xml	obj	R_OARGDC	optimal	1.5908505726730287
./model.xml	obj	R_OCBT	optimal	1.5854574353744193
./model.xml	obj	R_OCDCAt2pp	optimal	1.5908505726730284
./model.xml	obj	R_OCDCAtexi	optimal	1.5908505726730189
./model.xml	obj	R_OCDCEAt2pp	optimal	1.590850572672982
./model.xml	obj	R_OCDCEAtexi	optimal	1.5908505726730138
./model.xml	obj	R_OCOAT1	optimal	1.5908505726730195
./model.xml	obj	R_OCTAtex	optimal	1.590850572673026
./model.xml	obj	R_OCTDPS	optimal	0.0
./model.xml	obj	R_OHCUDC2	optimal	1.5908505726730076
./model.xml	obj	R_OHEDH	optimal	1.590850572672999
./model.xml	obj	R_OHPBAT	optimal	1.5908505726730242
./model.xml	obj	R_OIVD1r	optimal	1.5908505726730244
./model.xml	obj	R_OIVD2	optimal	1.5908505726730067
./model.xml	obj	R_OIVD3	optimal	1.590850572673016
./model.xml	obj	R_OMBZLM	optimal	1.5908505726730313
./model.xml	obj	R_OMCDC	optimal	1.5908505726730238
./model.xml	obj	R_OMMBLHX	optimal	1.5908505726730249
./model.xml	obj	R_OMPDC	optimal	1.5908505726730184
./model.xml	obj	R_OMPHHX	optimal	1.5908505726730153
./model.xml	obj	R_OPETDC	optimal	1.5908505726730369
./model.xml	obj	R_OPHBDC	optimal	1.5908505726730138
./model.xml	obj	R_OPHHX	optimal	1.59085057267303
./model.xml	obj	R_OPTCCL	optimal	1.59085057265357
./model.xml	obj	R_ORN5O	optimal	1.590850572673018
./model.xml	obj	R_ORNCD	optimal	1.5868246878421384
./model.xml	obj	R_ORNDC	optimal	1.5894763767790676
./model.xml	obj	R_ORNTAC	optimal	1.5908505726730227
./model.xml	obj	R_ORNabcpp	optimal	1.5908505726730224
./model.xml	obj	R_ORNtex	optimal	1.590850572673007
./model.xml	obj	R_OROTt2_2pp	optimal	1.5908505726730229
./model.xml	obj	R_OROTtex	optimal	1.5908505726730207
./model.xml	obj	R_ORPT	optimal	1.5908505726730249
./model.xml	obj	R_OXACT	optimal	1.5908505726730209
./model.xml	obj	R_OXAtpp	optimal	1.5908505726730298
./model.xml	obj	R_OXFOtex	optimal	1.5908505726730164
./model.xml	obj	R_OXOADLR	optimal	1.5908505726730229
./model.xml	obj	R_OXOAEL	optimal	1.59085057267303
./model.xml	obj	R_OXPTNDH	optimal	1.5875364359284838
./model.xml	obj	R_P5CD	optimal	1.590850572673018
./model.xml	obj	R_P5CR	optimal	1.5908505726730187
./model.xml	obj	R_PA120abcpp	optimal	1.5908505726730293
./model.xml	obj	R_PA140abcpp	optimal	1.5908505726729985
./model.xml	obj	R_PA141abcpp	optimal	1.5908505726730184
./model.xml	obj	R_PA160abcpp	optimal	1.5908505726730295
./model.xml	obj	R_PA161abcpp	optimal	1.5908505726730164
./model.xml	obj	R_PA180abcpp	optimal	1.590850572673003
./model.xml	obj	R_PA181abcpp	optimal	1.5908505726729985
./model.xml	obj	R_PACt1	optimal	1.5908505726730207
./model.xml	obj	R_PACt3	optimal	1.5908505726730073
./model.xml	obj	R_PALDH	optimal	1.5908505726730209
./model.xml	obj	R_PALGSKT	optimal	1.5908505726730104
./model.xml	obj	R_PANTS	optimal	2.3814056953294226e-10
./model.xml	obj	R_PAPA161	optimal	1.590850572673007
./model.xml	obj	R_PAPA181	optimal	1.5908505726730402
./model.xml	obj	R_PAPPT3	optimal	0.0
./model.xml	obj	R_PAPSR	optimal	1.5908505726730229
./model.xml	obj	R_PAPSR2	optimal	1.5908505726730258
./model.xml	obj	R_PC	optimal	1.5908505726730058
./model.xml	obj	R_PC11M	optimal	1.5908505726730233
./model.xml	obj	R_PC17M	optimal	1.5908505726730273
./model.xml	obj	R_PC20M	optimal	1.590850572673029
./model.xml	obj	R_PC6AR	optimal	1.590850572673015
./model.xml	obj	R_PC6YM	optimal	1.5908505726730287
./model.xml	obj	R_PC8XM	optimal	1.59085057267303
./model.xml	obj	R_PCADYOX	optimal	1.5908505726730224
./model.xml	obj	R_PCAH2tex	optimal	1.5908505726730224
./model.xml	obj	R_PCAtex	optimal	1.5908505726730187
./model.xml	obj	R_PDE1	optimal	1.590850572673025
./model.xml	obj	R_PDE4	optimal	1.5908505726730293
./model.xml	obj	R_PDHPCA	optimal	1.590850572673013
./model.xml	obj	R_PDHPYO	optimal	1.5908505726730016
./model.xml	obj	R_PDHbr	optimal	1.564076760050315
./model.xml	obj	R_PDHcr	optimal	1.5508689972111627
./model.xml	obj	R_PDX5POi	optimal	1.5908505726730036
./model.xml	obj	R_PDX5PS	optimal	1.590850572673029
./model.xml	obj	R_PDXPP	optimal	1.590850572673015
./model.xml	obj	R_PE120abcpp	optimal	1.5908505726730189
./model.xml	obj	R_PE140abcpp	optimal	1.5908505726730284
./model.xml	obj	R_PE141abcpp	optimal	1.5908505726730138
./model.xml	obj	R_PE160abcpp	optimal	1.5908505726730293
./model.xml	obj	R_PE161abcpp	optimal	1.5908505726730058
./model.xml	obj	R_PE180abcpp	optimal	1.5908505726730258
./model.xml	obj	R_PE181abcpp	optimal	1.5908505726730144
./model.xml	obj	R_PERD	optimal	1.5908505726730144
./model.xml	obj	R_PG120abcpp	optimal	1.5908505726730313
./model.xml	obj	R_PG140abcpp	optimal	1.5908505726729985
./model.xml	obj	R_PG141abcpp	optimal	1.5908505726729922
./model.xml	obj	R_PG160abcpp	optimal	1.5908505726730287
./model.xml	obj	R_PG161abcpp	optimal	1.5908505726729985
./model.xml	obj	R_PG180abcpp	optimal	1.590850572673022
./model.xml	obj	R_PG181abcpp	optimal	1.590850572673007
./model.xml	obj	R_PGAMT	optimal	0.0
./model.xml	obj	R_PGCD	optimal	1.5908505726730189
./model.xml	obj	R_PGI	optimal	1.5709505174714273
./model.xml	obj	R_PGK	optimal	1.5616831750422617
./model.xml	obj	R_PGL	optimal	1.5908505726729123
./model.xml	obj	R_PGLCNDH	optimal	1.5908505726730207
./model.xml	obj	R_PGLYCP	optimal	1.5908505726730193
./model.xml	obj	R_PGM	optimal	1.56157699653276
./model.xml	obj	R_PGMT	optimal	0.0
./model.xml	obj	R_PGP120abcpp	optimal	1.5908505726730342
./model.xml	obj	R_PGP140abcpp	optimal	1.5908505726730195
./model.xml	obj	R_PGP141abcpp	optimal	1.590850572673018
./model.xml	obj	R_PGP160abcpp	optimal	1.590850572673008
./model.xml	obj	R_PGP161abcpp	optimal	1.5908505726729123
./model.xml	obj	R_PGP180abcpp	optimal	1.5908505726730207
./model.xml	obj	R_PGP181abcpp	optimal	1.5908505726730249
./model.xml	obj	R_PGPP120	optimal	1.59085057267302
./model.xml	obj	R_PGPP120pp	optimal	1.5908505726730144
./model.xml	obj	R_PGPP140pp	optimal	1.5908505726730187
./model.xml	obj	R_PGPP141pp	optimal	1.5908505726730402
./model.xml	obj	R_PGPP160	optimal	0.0
./model.xml	obj	R_PGPP160pp	optimal	1.5908505726730253
./model.xml	obj	R_PGPP161	optimal	0.0
./model.xml	obj	R_PGPP161pp	optimal	1.59085057267302
./model.xml	obj	R_PGPP180	optimal	0.0
./model.xml	obj	R_PGPP180pp	optimal	1.590850572673035
./model.xml	obj	R_PGPP181	optimal	0.0
./model.xml	obj	R_PGPP181pp	optimal	1.5908505726730184
./model.xml	obj	R_PGSA120	optimal	1.5908505726730102
./model.xml	obj	R_PGSA140	optimal	1.5908505726730238
./model.xml	obj	R_PGSA141	optimal	1.5908505726730058
./model.xml	obj	R_PGSA160	optimal	0.0
./model.xml	obj	R_PGSA161	optimal	0.0
./model.xml	obj	R_PGSA180	optimal	0.0
./model.xml	obj	R_PGSA181	optimal	0.0
./model.xml	obj	R_PHEMEabcpp	optimal	1.5908505726730233
./model.xml	obj	R_PHEMEtiex	optimal	1.5908505726730136
./model.xml	obj	R_PHETA1	optimal	1.5908505726730178
./model.xml	obj	R_PHETHPTOX3	optimal	1.5908505726730189
./model.xml	obj	R_PHEt2rpp	optimal	1.5767235608060475
./model.xml	obj	R_PHEtex	optimal	1.5767235608060404
./model.xml	obj	R_PHZAB	optimal	1.5908505726730187
./model.xml	obj	R_PHZF	optimal	1.5908505726713729
./model.xml	obj	R_PHZGPCA	optimal	1.5908505726730284
./model.xml	obj	R_PIt2rpp	optimal	1.520952825567945
./model.xml	obj	R_PIt7ipp	optimal	1.5323746804956233
./model.xml	obj	R_PItex	optimal	-1.7199460739258847e-13
./model.xml	obj	R_PIuabcpp	optimal	1.5908505726730287
./model.xml	obj	R_PLIPA2E120pp	optimal	1.5908505726730158
./model.xml	obj	R_PLIPA2E160pp	optimal	1.5908505726730078
./model.xml	obj	R_PLIPA2E161pp	optimal	1.590850572672997
./model.xml	obj	R_PLIPA2E180pp	optimal	1.5908505726729985
./model.xml	obj	R_PLIPA2G160pp	optimal	1.59085057267303
./model.xml	obj	R_PMANM	optimal	1.5908505726730258
./model.xml	obj	R_PMDPHT	optimal	1.5908505726730104
./model.xml	obj	R_PMPK	optimal	0.0
./model.xml	obj	R_PNP_1	optimal	1.590850572673022
./model.xml	obj	R_PNTK	optimal	0.0
./model.xml	obj	R_POAACR	optimal	1.5908505726730058
./model.xml	obj	R_POX	optimal	1.5908505726730122
./model.xml	obj	R_POX_q9	optimal	1.5908505726730102
./model.xml	obj	R_PPA	optimal	-1.0387849907643918e-15
./model.xml	obj	R_PPAKrirr	optimal	1.5908505726729123
./model.xml	obj	R_PPAt4pp	optimal	1.5908505726730104
./model.xml	obj	R_PPAtex	optimal	1.590850572673011
./model.xml	obj	R_PPBNGS	optimal	1.5908505726730233
./model.xml	obj	R_PPC	optimal	1.5908505726730169
./model.xml	obj	R_PPCDC	optimal	0.0
./model.xml	obj	R_PPCK	optimal	1.5908505726730233
./model.xml	obj	R_PPGPPDP	optimal	1.590850572673035
./model.xml	obj	R_PPItex_1	optimal	1.5908505726730187
./model.xml	obj	R_PPK2r	optimal	1.5908505726729985
./model.xml	obj	R_PPKr	optimal	1.5908505726730295
./model.xml	obj	R_PPM	optimal	1.5908505726729902
./model.xml	obj	R_PPNCL	optimal	0.0
./model.xml	obj	R_PPND	optimal	1.5908505726729993
./model.xml	obj	R_PPNDH	optimal	1.590850572673007
./model.xml	obj	R_PPPGO	optimal	1.590850572673013
./model.xml	obj	R_PPPNt2rpp	optimal	1.5908505726730229
./model.xml	obj	R_PPPNtex	optimal	1.5908505726730313
./model.xml	obj	R_PPRDNDH	optimal	1.587536435928483
./model.xml	obj	R_PPS	optimal	1.5908505726730169
./model.xml	obj	R_PPTHpp	optimal	1.590850572673007
./model.xml	obj	R_PPTtex	optimal	1.5908505726730207
./model.xml	obj	R_PRAGSr	optimal	-8.582190736220595e-14
./model.xml	obj	R_PRAIS	optimal	-2.895289402734186e-13
./model.xml	obj	R_PRAIi	optimal	1.590850572673027
./model.xml	obj	R_PRAMPC	optimal	1.5908505726729123
./model.xml	obj	R_PRASCSi	optimal	-1.5858835264163442e-13
./model.xml	obj	R_PRATPP	optimal	1.5908505726730169
./model.xml	obj	R_PRFGS	optimal	-8.140601503710378e-14
./model.xml	obj	R_PRMICI	optimal	1.5908505726730269
./model.xml	obj	R_PROD2	optimal	1.590850572673012
./model.xml	obj	R_PROGLYabcpp	optimal	1.590850572673007
./model.xml	obj	R_PROGLYtex	optimal	1.5908505726730076
./model.xml	obj	R_PROabcpp	optimal	1.5908505726730164
./model.xml	obj	R_PROt4pp	optimal	1.5908505726729918
./model.xml	obj	R_PROtex	optimal	1.5908505726730187
./model.xml	obj	R_PRPPSirr	optimal	1.5908505726730198
./model.xml	obj	R_PSCVT	optimal	-1.699069412885918e-11
./model.xml	obj	R_PSD120	optimal	1.590850572673022
./model.xml	obj	R_PSD140	optimal	1.5908505726730169
./model.xml	obj	R_PSD141	optimal	1.5908505726730113
./model.xml	obj	R_PSD160	optimal	0.0
./model.xml	obj	R_PSD161	optimal	0.0
./model.xml	obj	R_PSD180	optimal	6.487387206090446e-15
./model.xml	obj	R_PSD181	optimal	0.0
./model.xml	obj	R_PSERTr	optimal	1.5908505726730187
./model.xml	obj	R_PSP_L	optimal	1.5908505726730298
./model.xml	obj	R_PSSA120	optimal	1.5908505726728543
./model.xml	obj	R_PSSA140	optimal	1.5908505726730078
./model.xml	obj	R_PSSA141	optimal	1.5908505726730182
./model.xml	obj	R_PSSA160	optimal	0.0
./model.xml	obj	R_PSSA161	optimal	0.0
./model.xml	obj	R_PSSA180	optimal	0.0
./model.xml	obj	R_PSSA181	optimal	0.0
./model.xml	obj	R_PTA2	optimal	1.5908505726730036
./model.xml	obj	R_PTAr	optimal	1.590062180585639
./model.xml	obj	R_PTPATi	optimal	0.0
./model.xml	obj	R_PTRCTA	optimal	1.590850572673008
./model.xml	obj	R_PTRCabcpp	optimal	1.5908505726730195
./model.xml	obj	R_PTRCt2pp	optimal	1.582298279439753
./model.xml	obj	R_PTRCtex	optimal	1.5908505726729898
./model.xml	obj	R_PUNP1	optimal	1.590836308195605
./model.xml	obj	R_PYAM5PO	optimal	1.5908505726730195
./model.xml	obj	R_PYDXK	optimal	1.590850572673011
./model.xml	obj	R_PYDXNO	optimal	1.5908505726730207
./model.xml	obj	R_PYDXO	optimal	1.590850572673008
./model.xml	obj	R_PYDXPP	optimal	1.5908505726730138
./model.xml	obj	R_PYK	optimal	1.563224387616186
./model.xml	obj	R_PYNP2r	optimal	1.5908505726730138
./model.xml	obj	R_PYOH2tex	optimal	1.5908505726730104
./model.xml	obj	R_PYOO2exNET	optimal	1.5908505726730127
./model.xml	obj	R_PYOVD2tex	optimal	1.5908505726730249
./model.xml	obj	R_PYOVDM1	optimal	1.5908505726730073
./model.xml	obj	R_PYOVDM2	optimal	1.5908505726730158
./model.xml	obj	R_PYOtex	optimal	1.5908505726730102
./model.xml	obj	R_PYRt2rpp	optimal	1.590850572673007
./model.xml	obj	R_PYRtex	optimal	1.5908505726730209
./model.xml	obj	R_QMO2	optimal	1.5908505726730213
./model.xml	obj	R_QMO2_q9	optimal	1.5908505726730129
./model.xml	obj	R_QOR1	optimal	1.5908505726730073
./model.xml	obj	R_QOR2	optimal	1.590850572673027
./model.xml	obj	R_QOR3	optimal	1.5908505726729123
./model.xml	obj	R_QUEA1	optimal	1.5908505726730313
./model.xml	obj	R_QUEA2	optimal	1.5908505726730242
./model.xml	obj	R_QUEA3	optimal	1.5908505726730273
./model.xml	obj	R_QULNS	optimal	1.590850572673013
./model.xml	obj	R_R05217_nad	optimal	1.5908505726729898
./model.xml	obj	R_R05219	optimal	1.5908505726730104
./model.xml	obj	R_R15BPK	optimal	1.590850572673007
./model.xml	obj	R_R1PK	optimal	1.5908505726730244
./model.xml	obj	R_RBFK	optimal	1.5908505726730149
./model.xml	obj	R_RBFSa	optimal	1.5908505726730195
./model.xml	obj	R_RBFSb	optimal	1.5908505726730207
./model.xml	obj	R_RBK	optimal	1.5908505726729123
./model.xml	obj	R_RDXRx	optimal	1.5908505726730184
./model.xml	obj	R_RDXRy	optimal	1.5908505726730195
./model.xml	obj	R_REPHACCOAI	optimal	1.5908505726730267
./model.xml	obj	R_RFAMPtex	optimal	1.5908505726730073
./model.xml	obj	R_RFAMPtpp	optimal	1.590850572673023
./model.xml	obj	R_RHA40tex	optimal	1.5908505726730187
./model.xml	obj	R_RHACOAR100	optimal	1.590850572673023
./model.xml	obj	R_RHACOAR101	optimal	1.5908505726730233
./model.xml	obj	R_RHACOAR120	optimal	1.5908505726730253
./model.xml	obj	R_RHACOAR121d5	optimal	1.5908505726730144
./model.xml	obj	R_RHACOAR121d6	optimal	1.590850572673024
./model.xml	obj	R_RHACOAR140	optimal	1.5908505726730342
./model.xml	obj	R_RHACOAR141d5	optimal	1.59085057267302
./model.xml	obj	R_RHACOAR141d7	optimal	1.590850572673007
./model.xml	obj	R_RHACOAR142	optimal	1.590850572673034
./model.xml	obj	R_RHACOAR60	optimal	1.5875364359284825
./model.xml	obj	R_RHACOAR70	optimal	1.5908505726730258
./model.xml	obj	R_RHACOAR80	optimal	1.5908505726730133
./model.xml	obj	R_RHACOAR90	optimal	1.5908505726730102
./model.xml	obj	R_RHACOARP100	optimal	1.5908505726730402
./model.xml	obj	R_RHACOARP40	optimal	1.590850572673035
./model.xml	obj	R_RHACOARP50	optimal	1.5908505726730173
./model.xml	obj	R_RHACOARP60	optimal	1.590850572672997
./model.xml	obj	R_RHACOARP70	optimal	1.5908505726730233
./model.xml	obj	R_RHACOARP80	optimal	1.5908505726730369
./model.xml	obj	R_RHACOARP90	optimal	1.5908505726730373
./model.xml	obj	R_RHACOART60	optimal	1.5908505726730195
./model.xml	obj	R_RIBabcpp	optimal	1.590850572673024
./model.xml	obj	R_RIBtex	optimal	1.5908505726730067
./model.xml	obj	R_RMD	optimal	1.5908505726729838
./model.xml	obj	R_RNDR1	optimal	1.5908505726729985
./model.xml	obj	R_RNDR2	optimal	1.5908505726730238
./model.xml	obj	R_RNDR3	optimal	1.5908505726730298
./model.xml	obj	R_RNDR4	optimal	1.5908505726730262
./model.xml	obj	R_RNTR1_for	optimal	1.590850572673007
./model.xml	obj	R_RNTR2_for	optimal	1.590850572673011
./model.xml	obj	R_RNTR3_for	optimal	1.5908505726730138
./model.xml	obj	R_RNTR4_for	optimal	1.590850572673012
./model.xml	obj	R_RPE	optimal	5.951020273289656e-14
./model.xml	obj	R_RPI	optimal	1.1436324469844876
./model.xml	obj	R_RZ5PP	optimal	1.5908505726730264
./model.xml	obj	R_S7PI	optimal	0.0
./model.xml	obj	R_SADH	optimal	1.5908505726730136
./model.xml	obj	R_SADT	optimal	2.0524116277366439e-13
./model.xml	obj	R_SALCHS4FER3	optimal	1.590850572673008
./model.xml	obj	R_SALCHS4FEabcpp	optimal	1.5908505726729993
./model.xml	obj	R_SALCHS4FEtonex	optimal	1.5908505726730242
./model.xml	obj	R_SALCHS4abcpp	optimal	1.5908505726730184
./model.xml	obj	R_SALCHS4tex	optimal	1.5908505726730144
./model.xml	obj	R_SAOR	optimal	1.590850572673026
./model.xml	obj	R_SARCOX	optimal	1.590850572673026
./model.xml	obj	R_SCYSDS	optimal	1.590850572673018
./model.xml	obj	R_SCYSSL	optimal	1.590850572672997
./model.xml	obj	R_SDPDS	optimal	0.0
./model.xml	obj	R_SDPTA	optimal	0.0
./model.xml	obj	R_SERAT	optimal	1.5908505726730293
./model.xml	obj	R_SERD_D	optimal	1.5908505726730209
./model.xml	obj	R_SERD_L	optimal	1.5908505726730175
./model.xml	obj	R_SERt4pp	optimal	1.5340114744901694
./model.xml	obj	R_SERtex	optimal	1.534011474490201
./model.xml	obj	R_SFGTHi	optimal	1.5908505726729123
./model.xml	obj	R_SGDS	optimal	1.5908505726730249
./model.xml	obj	R_SGSAD	optimal	1.5908505726730369
./model.xml	obj	R_SHCHD2	optimal	1.590850572673022
./model.xml	obj	R_SHCHF	optimal	1.5908505726730169
./model.xml	obj	R_SHGO	optimal	1.5908505726730404
./model.xml	obj	R_SHK3Dr	optimal	-2.0619009283121347e-16
./model.xml	obj	R_SHKK	optimal	4.3574503282601327e-13
./model.xml	obj	R_SHSL1	optimal	1.5908505726730218
./model.xml	obj	R_SHSL4r	optimal	1.5908505726730209
./model.xml	obj	R_SKMt2pp	optimal	1.5908505726730204
./model.xml	obj	R_SKMtex	optimal	1.5908505726730158
./model.xml	obj	R_SLCYSS	optimal	1.5908505726729993
./model.xml	obj	R_SO3abcpp	optimal	1.5908505726730016
./model.xml	obj	R_SO3tex	optimal	1.5908505726730213
./model.xml	obj	R_SO4t4pp_1	optimal	1.5901015596301933
./model.xml	obj	R_SO4tex	optimal	0.0
./model.xml	obj	R_SOTA	optimal	1.5908505726713729
./model.xml	obj	R_SPMDabcpp	optimal	1.5908505726730138
./model.xml	obj	R_SPMDt3pp	optimal	1.590850572673026
./model.xml	obj	R_SPMDtex	optimal	1.590850572673023
./model.xml	obj	R_SPMS	optimal	1.5908505726730164
./model.xml	obj	R_SPODMex	optimal	1.5908505726730233
./model.xml	obj	R_SPODMpp	optimal	1.5908505726730138
./model.xml	obj	R_SSALy	optimal	1.590850572673007
./model.xml	obj	R_SUCCt2_2pp	optimal	1.5908505726729985
./model.xml	obj	R_SUCCtex	optimal	1.590850572673035
./model.xml	obj	R_SUCD4i	optimal	1.590850572673016
./model.xml	obj	R_SUCD4i_q9	optimal	1.590850572673008
./model.xml	obj	R_SUCDi	optimal	1.590850572673019
./model.xml	obj	R_SUCDi_q9	optimal	1.5908505726730204
./model.xml	obj	R_SUCOASr	optimal	1.3880269346582894
./model.xml	obj	R_SULFACabcpp	optimal	1.5908505726730184
./model.xml	obj	R_SULFACtex	optimal	1.5908505726730209
./model.xml	obj	R_SULR	optimal	0.0
./model.xml	obj	R_SULabcpp	optimal	1.590850572673007
./model.xml	obj	R_T2DECAI	optimal	1.568645630462357
./model.xml	obj	R_TALA	optimal	1.5290190028216
./model.xml	obj	R_TARTRDtex	optimal	1.5908505726730187
./model.xml	obj	R_TAUDO	optimal	1.5908505726730249
./model.xml	obj	R_TAURabcpp	optimal	1.5908505726730267
./model.xml	obj	R_TAURtex	optimal	1.5908505726730016
./model.xml	obj	R_TDP	optimal	1.590850572672997
./model.xml	obj	R_TDPDRE	optimal	0.0
./model.xml	obj	R_TDPDRR	optimal	0.0
./model.xml	obj	R_TDPGDH	optimal	0.0
./model.xml	obj	R_TDSK_PA	optimal	9.492145613890625e-14
./model.xml	obj	R_TENI	optimal	0.0
./model.xml	obj	R_TETDECtex	optimal	1.590850572673007
./model.xml	obj	R_TETDECtpp	optimal	1.590850572673018
./model.xml	obj	R_TGTASE1	optimal	1.5908505726730169
./model.xml	obj	R_TGTASE2	optimal	1.5908505726730104
./model.xml	obj	R_TGTASE3	optimal	1.5908505726730227
./model.xml	obj	R_THD2pp	optimal	1.590850572673009
./model.xml	obj	R_THDPS	optimal	0.0
./model.xml	obj	R_THIORDXi	optimal	1.5908505726730198
./model.xml	obj	R_THMMPtex	optimal	1.590850572673038
./model.xml	obj	R_THMPPi	optimal	1.5908505726730313
./model.xml	obj	R_THMPPtex	optimal	1.590850572672997
./model.xml	obj	R_THMtex	optimal	1.5908505726730249
./model.xml	obj	R_THMtpp	optimal	1.590850572673024
./model.xml	obj	R_THRAi	optimal	1.590850572673008
./model.xml	obj	R_THRD_L	optimal	1.590850572673008
./model.xml	obj	R_THRS	optimal	0.0
./model.xml	obj	R_THRTRS	optimal	1.5908505726730013
./model.xml	obj	R_THRabcpp	optimal	1.5908505726730195
./model.xml	obj	R_THRt2pp	optimal	1.5908505726730187
./model.xml	obj	R_THRt4pp	optimal	1.5908505726730016
./model.xml	obj	R_THZPSN3_PA	optimal	-5.3570856785496266e-11
./model.xml	obj	R_TKT1	optimal	1.5402124048824946
./model.xml	obj	R_TKT2	optimal	3.7017952095919326e-14
./model.xml	obj	R_TMDS	optimal	0.0
./model.xml	obj	R_TMPK	optimal	0.0
./model.xml	obj	R_TMPPP_PA	optimal	0.0
./model.xml	obj	R_TOLtex	optimal	1.5908505726730264
./model.xml	obj	R_TPI	optimal	4.969214569558426e-15
./model.xml	obj	R_TRDR	optimal	1.5900335025078767
./model.xml	obj	R_TREHpp	optimal	1.5908505726730249
./model.xml	obj	R_TRPS1	optimal	1.5908505726730293
./model.xml	obj	R_TRPS2	optimal	1.5908505726730076
./model.xml	obj	R_TRPS3	optimal	1.590850572673019
./model.xml	obj	R_TRPTRS	optimal	1.5908505726728543
./model.xml	obj	R_TRPt2rpp	optimal	1.580439015834543
./model.xml	obj	R_TRPtex	optimal	1.5804390158345423
./model.xml	obj	R_TRSARrirr	optimal	1.590850572673007
./model.xml	obj	R_TSULabcpp	optimal	1.5908505726730207
./model.xml	obj	R_TSULtex	optimal	1.590850572673024
./model.xml	obj	R_TTDCAtexi	optimal	1.5908505726729985
./model.xml	obj	R_TTDCEAtexi	optimal	1.5908505726730287
./model.xml	obj	R_TTRCYCtex	optimal	1.5908505726730222
./model.xml	obj	R_TTRCYCtpp	optimal	1.5908505726730249
./model.xml	obj	R_TYMtex	optimal	1.590850572673019
./model.xml	obj	R_TYMtpp	optimal	1.590850572673007
./model.xml	obj	R_TYRDH	optimal	1.5908505726730258
./model.xml	obj	R_TYRTA	optimal	1.5908505726730169
./model.xml	obj	R_TYRTRS	optimal	1.5908505726730267
./model.xml	obj	R_TYRt2rpp	optimal	1.5800401437838558
./model.xml	obj	R_TYRtex	optimal	1.5800401437838356
./model.xml	obj	R_U23GAAT	optimal	1.1444565247733727e-13
./model.xml	obj	R_UAAGDS	optimal	0.0
